ID;VL_FATU;VL_SLDO;DT_ABRT;DS_CNAE;DT_REFE
CNPJ_02696;1981813;-116141;21/05/2014;Saneamento básico;31/01/2025
CNPJ_02697;72980;-5437;19/01/2019;Fabricação de caminhões e ônibus;31/01/2025
CNPJ_02698;269514;13605;24/08/2019;Comércio atacadista de calçados;31/01/2025
CNPJ_02699;2005199;52421;21/04/2018;Fabricação de papel;31/01/2025
CNPJ_02700;2846636;-239025;25/04/2019;Saneamento básico;31/01/2025
CNPJ_02701;729887;68325;07/01/2014;Comércio varejista de alimentos;31/01/2025
CNPJ_02702;32206437;-2315778;15/12/2011;Comércio varejista de combustíveis;31/01/2025
CNPJ_02703;2733012;188591;17/11/2022;Extração de minério de ferro;31/01/2025
CNPJ_02704;97586;7418;29/07/2022;Comércio varejista de combustíveis;31/01/2025
CNPJ_02705;204588;1879;10/03/2019;Comércio atacadista de alimentos;31/01/2025
CNPJ_02706;344419;31066;17/10/2016;Educação superior;31/01/2025
CNPJ_02707;845109;33272;25/07/2016;Cultivo de milho;31/01/2025
CNPJ_02708;191371816;-8690322;25/09/2006;Construção de edifícios;31/01/2025
CNPJ_02709;237556;3571;20/10/2022;Extração de minério de ferro;31/01/2025
CNPJ_02710;2740418;-63049;09/01/2022;Comércio atacadista de calçados;31/01/2025
CNPJ_02711;88518889;-10724841;07/03/1999;Administração pública;31/01/2025
CNPJ_02712;217883;-48;11/09/2020;Armazenamento geral;31/01/2025
CNPJ_02713;1537474;-164550;18/08/2022;Telecomunicações sem fio;31/01/2025
CNPJ_02714;980588;23381;22/10/2016;Consultoria empresarial;31/01/2025
CNPJ_02715;204145;9961;25/12/2021;Construção de edifícios;31/01/2025
CNPJ_02716;807767;68563;20/02/2021;Fabricação de automóveis;31/01/2025
CNPJ_02717;11675454;1106214;17/06/2017;Cultivo de trigo;31/01/2025
CNPJ_02718;5735235;235406;21/04/2012;Atividades de bancos múltiplos;31/01/2025
CNPJ_02719;2349869;157234;23/08/2022;Cultivo de arroz;31/01/2025
CNPJ_02720;71735;4406;18/12/2021;Educação superior;31/01/2025
CNPJ_02721;131589552;-4646267;11/11/2013;Transporte rodoviário de carga;31/01/2025
CNPJ_02722;1654866;101218;12/08/2014;Correios e entregas expressas;31/01/2025
CNPJ_02723;156865;8466;23/01/2022;Produção de alumínio;31/01/2025
CNPJ_02724;675286;-46140;26/12/2021;Produção de alumínio;31/01/2025
CNPJ_02725;491405;-31948;19/08/2015;Distribuição de energia elétrica;31/01/2025
CNPJ_02726;1723188;-78904;14/12/2016;Cultivo de arroz;31/01/2025
CNPJ_02727;5058647;-452018;21/05/2011;Fabricação de produtos químicos;31/01/2025
CNPJ_02728;2167912;-14129;07/05/2021;Telecomunicações sem fio;31/01/2025
CNPJ_02729;252930;-18341;14/02/2021;Extração de minério de ferro;31/01/2025
CNPJ_02730;2628385;282258;08/03/2021;Produção de ferro-gusa;31/01/2025
CNPJ_02731;95700;11150;22/10/2020;Padaria e confeitaria;31/01/2025
CNPJ_02732;124309941;6429748;19/03/2007;Comércio atacadista de bebidas;31/01/2025
CNPJ_02733;13831187;168931;24/01/2003;Seguros de vida;31/01/2025
CNPJ_02734;2722116;147903;09/06/2015;Transporte ferroviário de carga;31/01/2025
CNPJ_02735;9761921;-54567;12/11/2018;Armazenamento geral;31/01/2025
CNPJ_02736;233278;-20713;02/10/2023;Serviços de tecnologia da informação;31/01/2025
CNPJ_02737;132992;8992;24/10/2022;Extração de minério de ferro;31/01/2025
CNPJ_02738;18198000;-1670005;06/12/2013;Atividades hospitalares;31/01/2025
CNPJ_02739;247277;1397;22/03/2020;Telecomunicações sem fio;31/01/2025
CNPJ_02740;438962;19397;14/01/2015;Fabricação de caminhões e ônibus;31/01/2025
CNPJ_02741;106971;-9184;10/07/2021;Seguros de vida;31/01/2025
CNPJ_02742;450870;-63383;31/12/2015;Cultivo de milho;31/01/2025
CNPJ_02743;2203970;-208020;05/09/2014;Atividades de bancos múltiplos;31/01/2025
CNPJ_02744;635977;21742;24/02/2020;Consultoria empresarial;31/01/2025
CNPJ_02745;334292;-8001;11/04/2014;Armazenamento geral;31/01/2025
CNPJ_02746;2933801;278903;17/12/2020;Geração de energia elétrica;31/01/2025
CNPJ_02747;109343;-3364;07/05/2020;Construção de rodovias;31/01/2025
CNPJ_02748;209813;17819;31/12/2023;Correios e entregas expressas;31/01/2025
CNPJ_02749;746201;73688;16/08/2014;Comércio varejista de combustíveis;31/01/2025
CNPJ_02750;312682;8651;23/11/2016;Transporte rodoviário de carga;31/01/2025
CNPJ_02751;1958551;-151745;28/10/2020;Cultivo de soja;31/01/2025
CNPJ_02752;703956;-46148;23/04/2020;Atividades de bancos múltiplos;31/01/2025
CNPJ_02753;1263517;-29405;18/03/2014;Fabricação de móveis;31/01/2025
CNPJ_02754;1873644;-91339;09/11/2019;Administração pública;31/01/2025
CNPJ_02755;661254;-27947;08/06/2015;Saneamento básico;31/01/2025
CNPJ_02756;232872;21825;27/12/2021;Cultivo de trigo;31/01/2025
CNPJ_02757;1125526;-93765;25/11/2020;Fabricação de caminhões e ônibus;31/01/2025
CNPJ_02758;7467772;422541;23/11/2021;Cultivo de trigo;31/01/2025
CNPJ_02759;2965347;-69638;05/11/2020;Televisão aberta;31/01/2025
CNPJ_02760;2626751;-60785;22/06/2022;Produção de alumínio;31/01/2025
CNPJ_02761;110643;994;16/06/2021;Saneamento básico;31/01/2025
CNPJ_02762;1801647;-149488;06/08/2019;Produção cinematográfica;31/01/2025
CNPJ_02763;1502573;40630;24/12/2015;Comércio varejista de alimentos;31/01/2025
CNPJ_02764;645600;15201;02/08/2016;Comércio atacadista de calçados;31/01/2025
CNPJ_02765;214519;-4041;03/11/2020;Atividades hospitalares;31/01/2025
CNPJ_02766;835871;-38964;15/04/2014;Educação superior;31/01/2025
CNPJ_02767;1624445;101639;08/04/2016;Comércio varejista de combustíveis;31/01/2025
CNPJ_02768;218340;3143;14/08/2019;Transporte ferroviário de carga;31/01/2025
CNPJ_02769;465380;-36726;06/05/2022;Televisão aberta;31/01/2025
CNPJ_02770;612745;60228;09/07/2022;Produção cinematográfica;31/01/2025
CNPJ_02771;196011;-4783;02/02/2021;Construção de rodovias;31/01/2025
CNPJ_02772;22078817;420493;14/11/2015;Cultivo de arroz;31/01/2025
CNPJ_02773;1264770;-121307;27/02/2018;Educação superior;31/01/2025
CNPJ_02774;8746257;688295;18/02/2003;Atividades hospitalares;31/01/2025
CNPJ_02775;9685891;1236644;07/11/2008;Planos de saúde;31/01/2025
CNPJ_02776;2558684;6760;23/12/2016;Televisão por assinatura;31/01/2025
CNPJ_02777;235379;-7534;12/09/2020;Comércio atacadista de bebidas;31/01/2025
CNPJ_02778;2382006;-181209;11/01/2021;Construção de rodovias;31/01/2025
CNPJ_02779;265816;-8192;17/06/2021;Atividades hospitalares;31/01/2025
CNPJ_02780;107013;-2650;28/09/2023;Consultoria empresarial;31/01/2025
CNPJ_02781;2379576;284455;01/08/2017;Transporte rodoviário de carga;31/01/2025
CNPJ_02782;4592569;-270104;04/10/2006;Fabricação de caminhões e ônibus;31/01/2025
CNPJ_02783;2506497;41547;29/03/2015;Comércio atacadista de medicamentos;31/01/2025
CNPJ_02784;80100;-4037;01/08/2022;Extração de minério de ferro;31/01/2025
CNPJ_02785;78345;3995;08/05/2020;Televisão por assinatura;31/01/2025
CNPJ_02786;1796291;19487;08/05/2018;Comércio atacadista de tecidos;31/01/2025
CNPJ_02787;255606;34669;05/10/2022;Fabricação de caminhões e ônibus;31/01/2025
CNPJ_02788;1631277;-39068;24/09/2018;Comércio varejista de combustíveis;31/01/2025
CNPJ_02789;1101140;-85329;24/08/2017;Produção cinematográfica;31/01/2025
CNPJ_02790;619824;-21606;24/06/2021;Comércio atacadista de medicamentos;31/01/2025
CNPJ_02791;272622;30497;14/08/2020;Produção cinematográfica;31/01/2025
CNPJ_02792;168053;9672;07/06/2019;Comércio atacadista de calçados;31/01/2025
CNPJ_02793;2602405;-80378;12/07/2022;Fabricação de móveis;31/01/2025
CNPJ_02794;1329170;-8113;29/04/2017;Produção cinematográfica;31/01/2025
CNPJ_02795;2010678;151606;23/10/2018;Comércio varejista de alimentos;31/01/2025
CNPJ_02796;21370873;995697;14/05/2009;Fabricação de caminhões e ônibus;31/01/2025
CNPJ_02797;293471;33520;21/12/2021;Extração de minério de ferro;31/01/2025
CNPJ_02798;247452;8518;23/05/2020;Televisão por assinatura;31/01/2025
CNPJ_02799;772834;88317;20/02/2022;Cultivo de milho;31/01/2025
CNPJ_02800;1129526;-47575;23/07/2016;Comércio atacadista de alimentos;31/01/2025
CNPJ_02801;2517141;-124555;14/02/2015;Administração pública;31/01/2025
CNPJ_02802;1538606;-151806;03/01/2021;Administração pública;31/01/2025
CNPJ_02803;2706786;181671;15/11/2018;Televisão aberta;31/01/2025
CNPJ_02804;7411285;-136423;18/03/2020;Planos de saúde;31/01/2025
CNPJ_02805;1675067;61808;07/08/2016;Padaria e confeitaria;31/01/2025
CNPJ_02806;3302058;193599;22/07/2016;Cultivo de soja;31/01/2025
CNPJ_02807;2180651;103553;25/03/2015;Produção cinematográfica;31/01/2025
CNPJ_02808;1828524;-176068;05/02/2020;Cultivo de soja;31/01/2025
CNPJ_02809;2601460;200139;03/01/2019;Educação superior;31/01/2025
CNPJ_02810;26656094;-2335711;12/03/1999;Comércio varejista de alimentos;31/01/2025
CNPJ_02811;840917;715;29/11/2017;Cultivo de trigo;31/01/2025
CNPJ_02812;775768;-71120;16/03/2017;Comércio atacadista de calçados;31/01/2025
CNPJ_02813;80477;-9467;29/05/2021;Cultivo de soja;31/01/2025
CNPJ_02814;74533499;6128237;16/10/2005;Cultivo de soja;31/01/2025
CNPJ_02815;85473299;-3560924;22/08/2000;Defesa nacional;31/01/2025
CNPJ_02816;441134;-4884;20/07/2014;Produção de alumínio;31/01/2025
CNPJ_02817;1621412;73162;06/11/2015;Geração de energia elétrica;31/01/2025
CNPJ_02818;101731;5578;05/12/2019;Cultivo de trigo;31/01/2025
CNPJ_02819;3343522;302369;25/08/2001;Cultivo de arroz;31/01/2025
CNPJ_02820;78747378;11739290;01/01/2013;Fabricação de móveis;31/01/2025
CNPJ_02821;258163;38147;28/07/2023;Construção de edifícios;31/01/2025
CNPJ_02822;5417321;438056;25/07/2007;Geração de energia elétrica;31/01/2025
CNPJ_02823;217469;20916;14/04/2021;Televisão aberta;31/01/2025
CNPJ_02824;105416482;-5052594;29/05/1995;Restaurantes e similares;31/01/2025
CNPJ_02825;536723;23515;03/09/2022;Extração de petróleo e gás natural;31/01/2025
CNPJ_02826;55971;-5065;29/01/2019;Produção de ferro-gusa;31/01/2025
CNPJ_02827;535828;-34839;30/07/2019;Construção de edifícios;31/01/2025
CNPJ_02828;8547381;-1082472;24/05/2019;Cultivo de trigo;31/01/2025
CNPJ_02829;1387357;103626;06/11/2017;Atividades hospitalares;31/01/2025
CNPJ_02830;50573;3718;31/08/2019;Administração pública;31/01/2025
CNPJ_02831;1563982;65620;19/09/2021;Telecomunicações sem fio;31/01/2025
CNPJ_02832;68045829;-5932402;14/07/2014;Padaria e confeitaria;31/01/2025
CNPJ_02833;832133;-74356;26/07/2021;Fabricação de caminhões e ônibus;31/01/2025
CNPJ_02834;1340630;97441;29/01/2018;Padaria e confeitaria;31/01/2025
CNPJ_02835;1441231;20583;15/12/2021;Televisão aberta;31/01/2025
CNPJ_02836;2594701;125480;07/07/2018;Defesa nacional;31/01/2025
CNPJ_02837;241641;13835;26/10/2021;Comércio atacadista de medicamentos;31/01/2025
CNPJ_02838;16990450;293934;05/05/2011;Defesa nacional;31/01/2025
CNPJ_02839;927186;95872;11/03/2015;Atividades hospitalares;31/01/2025
CNPJ_02840;175133;-7639;18/02/2021;Fabricação de automóveis;31/01/2025
CNPJ_02841;9358582;-937643;14/07/2019;Comércio atacadista de calçados;31/01/2025
CNPJ_02842;271003;-4139;19/05/2020;Fabricação de produtos químicos;31/01/2025
CNPJ_02843;1621720;-47697;04/06/2019;Cultivo de arroz;31/01/2025
CNPJ_02844;7417744;355494;23/05/2008;Televisão por assinatura;31/01/2025
CNPJ_02845;1274753;28302;14/10/2020;Fabricação de automóveis;31/01/2025
CNPJ_02846;1986250;191373;27/01/2014;Atividades hospitalares;31/01/2025
CNPJ_02847;116221;-7296;14/09/2019;Televisão por assinatura;31/01/2025
CNPJ_02848;2895862;-252505;06/02/2015;Comércio atacadista de bebidas;31/01/2025
CNPJ_02849;143617;13361;03/11/2019;Televisão por assinatura;31/01/2025
CNPJ_02850;871334;123568;31/10/2016;Telecomunicações sem fio;31/01/2025
CNPJ_02851;142653054;7791170;20/09/2008;Televisão por assinatura;31/01/2025
CNPJ_02852;662580;-64747;23/06/2016;Cultivo de milho;31/01/2025
CNPJ_02853;262164;16394;15/03/2022;Geração de energia elétrica;31/01/2025
CNPJ_02854;201935;4639;30/12/2019;Comércio atacadista de bebidas;31/01/2025
CNPJ_02855;112040169;4425736;26/01/2013;Atividades hospitalares;31/01/2025
CNPJ_02856;793658;-81967;19/03/2017;Correios e entregas expressas;31/01/2025
CNPJ_02857;73318;2714;05/05/2020;Montagem industrial;31/01/2025
CNPJ_02858;230477;-12224;20/02/2022;Comércio atacadista de tecidos;31/01/2025
CNPJ_02859;455582;-23735;06/07/2022;Educação superior;31/01/2025
CNPJ_02860;1037400;-62939;22/04/2014;Serviços de tecnologia da informação;31/01/2025
CNPJ_02861;1894210;-127564;08/05/2017;Planos de saúde;31/01/2025
CNPJ_02862;103366;-2800;04/02/2020;Armazenamento geral;31/01/2025
CNPJ_02863;1723946;457;18/11/2019;Serviços de tecnologia da informação;31/01/2025
CNPJ_02864;63532018;-1713913;09/09/2004;Distribuição de energia elétrica;31/01/2025
CNPJ_02865;25298994;1150634;31/08/2001;Comércio varejista de alimentos;31/01/2025
CNPJ_02866;81755;-6128;21/07/2022;Comércio atacadista de alimentos;31/01/2025
CNPJ_02867;1142382;-20932;23/08/2021;Padaria e confeitaria;31/01/2025
CNPJ_02868;858448;59653;17/05/2014;Armazenamento geral;31/01/2025
CNPJ_02869;17893744;-1970117;12/03/2005;Construção de barragens;31/01/2025
CNPJ_02870;84536;-7509;05/02/2019;Extração de minério de ferro;31/01/2025
CNPJ_02871;2877854;-2501;17/07/2017;Comércio atacadista de tecidos;31/01/2025
CNPJ_02872;448832;35130;08/10/2016;Armazenamento geral;31/01/2025
CNPJ_02873;5501828;333804;01/10/2014;Distribuição de energia elétrica;31/01/2025
CNPJ_02874;98547;-1335;05/04/2021;Saneamento básico;31/01/2025
CNPJ_02875;2609137;-3005;12/01/2016;Fabricação de papel;31/01/2025
CNPJ_02876;2164281;284646;19/09/2018;Montagem industrial;31/01/2025
CNPJ_02877;375241;31870;06/08/2019;Serviços de tecnologia da informação;31/01/2025
CNPJ_02878;1734411;-10522;27/08/2017;Comércio atacadista de tecidos;31/01/2025
CNPJ_02879;899951;57714;27/02/2015;Padaria e confeitaria;31/01/2025
CNPJ_02880;2564125;-204806;09/03/2016;Construção de rodovias;31/01/2025
CNPJ_02881;2452677;15739;05/12/2016;Montagem industrial;31/01/2025
CNPJ_02882;188172314;5121921;25/05/2004;Fabricação de produtos químicos;31/01/2025
CNPJ_02883;395189;-53009;23/04/2019;Hotéis e pousadas;31/01/2025
CNPJ_02884;20538327;-245482;06/11/2001;Engenharia civil;31/01/2025
CNPJ_02885;2069729;18710;12/10/2018;Construção de rodovias;31/01/2025
CNPJ_02886;694829;-21960;16/06/2017;Comércio atacadista de alimentos;31/01/2025
CNPJ_02887;236635;2844;31/03/2020;Correios e entregas expressas;31/01/2025
CNPJ_02888;1037009;-96713;12/10/2016;Padaria e confeitaria;31/01/2025
CNPJ_02889;1766735;164896;17/06/2020;Construção de rodovias;31/01/2025
CNPJ_02890;101016380;-4977719;16/02/2008;Seguros de vida;31/01/2025
CNPJ_02891;171326;9127;26/01/2019;Serviços de tecnologia da informação;31/01/2025
CNPJ_02892;238459;-20020;14/10/2022;Cultivo de trigo;31/01/2025
CNPJ_02893;1700184;161557;06/09/2021;Comércio atacadista de bebidas;31/01/2025
CNPJ_02894;2558410;-305551;11/12/2016;Atividades de bancos múltiplos;31/01/2025
CNPJ_02895;188936043;-7691720;08/02/1994;Transporte rodoviário de carga;31/01/2025
CNPJ_02896;1433204;-141590;14/08/2022;Consultoria empresarial;31/01/2025
CNPJ_02897;198264203;-19243840;14/02/2004;Extração de minério de ferro;31/01/2025
CNPJ_02898;179952639;-25460835;03/12/2008;Comércio atacadista de medicamentos;31/01/2025
CNPJ_02899;15296334;-698917;13/03/1999;Comércio atacadista de tecidos;31/01/2025
CNPJ_02900;220877;16170;20/05/2021;Extração de minério de ferro;31/01/2025
CNPJ_02901;136391;7251;30/05/2021;Hotéis e pousadas;31/01/2025
CNPJ_02902;2490307;-144318;28/10/2022;Televisão por assinatura;31/01/2025
CNPJ_02903;676165;32056;05/02/2022;Distribuição de energia elétrica;31/01/2025
CNPJ_02904;1956017;-41979;12/05/2018;Fabricação de papel;31/01/2025
CNPJ_02905;2381165;-99579;06/03/2021;Fabricação de papel;31/01/2025
CNPJ_02906;687547;6562;01/07/2021;Comércio atacadista de bebidas;31/01/2025
CNPJ_02907;72050;6874;29/08/2022;Construção de edifícios;31/01/2025
CNPJ_02908;607903;-88858;05/07/2018;Fabricação de produtos químicos;31/01/2025
CNPJ_02909;15123104;858034;28/12/2020;Distribuição de energia elétrica;31/01/2025
CNPJ_02910;926272;39674;01/08/2018;Construção de rodovias;31/01/2025
CNPJ_02911;20698223;-1175164;06/05/2015;Comércio atacadista de calçados;31/01/2025
CNPJ_02912;177178;-8055;07/05/2021;Fabricação de móveis;31/01/2025
CNPJ_02913;1452842;-74729;20/06/2019;Saneamento básico;31/01/2025
CNPJ_02914;112133722;161784;23/06/1998;Fabricação de caminhões e ônibus;31/01/2025
CNPJ_02915;225032;-3347;27/07/2023;Hotéis e pousadas;31/01/2025
CNPJ_02916;234449;-10259;11/11/2019;Armazenamento geral;31/01/2025
CNPJ_02917;2075872;46037;05/08/2016;Fabricação de papel;31/01/2025
CNPJ_02918;128496971;-3870761;21/02/2006;Comércio atacadista de alimentos;31/01/2025
CNPJ_02919;2853426;51284;30/11/2020;Cultivo de milho;31/01/2025
CNPJ_02920;1571552;52721;01/08/2016;Fabricação de automóveis;31/01/2025
CNPJ_02921;289681;1514;16/09/2019;Correios e entregas expressas;31/01/2025
CNPJ_02922;2454851;-70400;24/08/2016;Hotéis e pousadas;31/01/2025
CNPJ_02923;278542;21209;09/10/2023;Seguros de vida;31/01/2025
CNPJ_02924;15905548;-86497;03/03/2006;Educação superior;31/01/2025
CNPJ_02925;1451917;53656;16/12/2020;Comércio atacadista de tecidos;31/01/2025
CNPJ_02926;2834874;104441;30/01/2019;Distribuição de energia elétrica;31/01/2025
CNPJ_02927;290396;-10365;05/04/2019;Fabricação de caminhões e ônibus;31/01/2025
CNPJ_02928;804148;-58522;19/03/2014;Distribuição de energia elétrica;31/01/2025
CNPJ_02929;136601699;1464879;01/01/1996;Fabricação de produtos químicos;31/01/2025
CNPJ_02930;159725310;2324728;10/05/1994;Atividades hospitalares;31/01/2025
CNPJ_02931;799420;-14369;09/11/2019;Transporte ferroviário de carga;31/01/2025
CNPJ_02932;236142;17144;19/05/2023;Comércio atacadista de bebidas;31/01/2025
CNPJ_02933;163447;-4896;15/10/2019;Educação superior;31/01/2025
CNPJ_02934;1716447;64041;30/09/2016;Transporte rodoviário de carga;31/01/2025
CNPJ_02935;130581977;-4464654;22/04/2004;Fabricação de automóveis;31/01/2025
CNPJ_02936;83575051;-3688630;03/04/2000;Obras de infraestrutura elétrica;31/01/2025
CNPJ_02937;2105513;113532;16/05/2016;Telecomunicações sem fio;31/01/2025
CNPJ_02938;282654;-4702;25/01/2023;Saneamento básico;31/01/2025
CNPJ_02939;2682162;-233113;29/10/2015;Hotéis e pousadas;31/01/2025
CNPJ_02940;110765886;8039504;18/08/1998;Comércio atacadista de medicamentos;31/01/2025
CNPJ_02941;209550;-14915;09/09/2021;Educação superior;31/01/2025
CNPJ_02942;53924;-1777;30/06/2019;Comércio varejista de combustíveis;31/01/2025
CNPJ_02943;21614134;1739613;25/07/2002;Educação superior;31/01/2025
CNPJ_02944;59012092;-4343276;01/05/1996;Atividades hospitalares;31/01/2025
CNPJ_02945;101782384;-3246903;03/02/2011;Defesa nacional;31/01/2025
CNPJ_02946;192409790;-7500202;22/12/2006;Hotéis e pousadas;31/01/2025
CNPJ_02947;2968193;253750;10/08/2014;Extração de petróleo e gás natural;31/01/2025
CNPJ_02948;1768520;138949;22/01/2020;Correios e entregas expressas;31/01/2025
CNPJ_02949;194109;-7148;26/04/2022;Cultivo de arroz;31/01/2025
CNPJ_02950;105718633;-9710601;09/07/2005;Montagem industrial;31/01/2025
CNPJ_02951;246213;1518;29/06/2019;Produção cinematográfica;31/01/2025
CNPJ_02952;23078596;1837226;02/10/2012;Cultivo de soja;31/01/2025
CNPJ_02953;1817819;55390;09/06/2022;Restaurantes e similares;31/01/2025
CNPJ_02954;59860;-1384;20/08/2021;Construção de edifícios;31/01/2025
CNPJ_02955;2347383;-111905;24/06/2019;Fabricação de papel;31/01/2025
CNPJ_02956;872191;-63039;02/01/2016;Produção de alumínio;31/01/2025
CNPJ_02957;193436;18875;18/10/2019;Comércio atacadista de bebidas;31/01/2025
CNPJ_02958;1420792;17105;18/03/2019;Comércio atacadista de medicamentos;31/01/2025
CNPJ_02959;1105358;-3509;24/10/2014;Comércio atacadista de alimentos;31/01/2025
CNPJ_02960;116288064;-5012744;30/10/2004;Construção de barragens;31/01/2025
CNPJ_02961;2825069;77787;09/05/2018;Distribuição de energia elétrica;31/01/2025
CNPJ_02962;1605227;132266;15/06/2015;Planos de saúde;31/01/2025
CNPJ_02963;2540954;-202258;09/12/2014;Cultivo de milho;31/01/2025
CNPJ_02964;2458007;218404;09/07/2021;Produção de alumínio;31/01/2025
CNPJ_02965;1963497;-28477;01/11/2017;Padaria e confeitaria;31/01/2025
CNPJ_02966;263408;-6663;21/01/2021;Comércio atacadista de bebidas;31/01/2025
CNPJ_02967;11676841;401461;07/05/2003;Cultivo de milho;31/01/2025
CNPJ_02968;1616772;95476;07/10/2015;Cultivo de milho;31/01/2025
CNPJ_02969;2238499;200929;22/09/2021;Comércio atacadista de calçados;31/01/2025
CNPJ_02970;1818361;161890;16/09/2017;Produção de alumínio;31/01/2025
CNPJ_02971;1949508;157099;27/08/2016;Obras de infraestrutura elétrica;31/01/2025
CNPJ_02972;21334908;549848;03/06/2012;Cultivo de trigo;31/01/2025
CNPJ_02973;123263;-9962;10/10/2019;Cultivo de arroz;31/01/2025
CNPJ_02974;2806306;77860;16/05/2015;Armazenamento geral;31/01/2025
CNPJ_02975;905610;70310;10/09/2018;Cultivo de arroz;31/01/2025
CNPJ_02976;2531423;90666;03/06/2015;Fabricação de caminhões e ônibus;31/01/2025
CNPJ_02977;5683626;557827;21/05/2002;Saneamento básico;31/01/2025
CNPJ_02978;12218056;-595794;29/03/2004;Televisão por assinatura;31/01/2025
CNPJ_02979;140742671;-6755854;13/07/2014;Telecomunicações sem fio;31/01/2025
CNPJ_02980;10160148;24773;20/01/2018;Comércio atacadista de alimentos;31/01/2025
CNPJ_02981;1860945;172125;22/01/2019;Armazenamento geral;31/01/2025
CNPJ_02982;18819219;-98301;09/05/2017;Fabricação de automóveis;31/01/2025
CNPJ_02983;1285944;-59871;15/11/2017;Seguros de vida;31/01/2025
CNPJ_02984;1677070;114698;03/05/2020;Montagem industrial;31/01/2025
CNPJ_02985;17433118;487372;21/05/2008;Comércio atacadista de calçados;31/01/2025
CNPJ_02986;298505;-4500;29/11/2022;Armazenamento geral;31/01/2025
CNPJ_02987;53909822;1227469;13/11/2000;Produção de alumínio;31/01/2025
CNPJ_02988;136035356;12111123;28/11/2005;Planos de saúde;31/01/2025
CNPJ_02989;522138;41992;22/11/2021;Restaurantes e similares;31/01/2025
CNPJ_02990;258585;8104;18/10/2019;Televisão aberta;31/01/2025
CNPJ_02991;2165377;-185124;20/03/2015;Fabricação de produtos químicos;31/01/2025
CNPJ_02992;20583414;-465056;19/04/1999;Armazenamento geral;31/01/2025
CNPJ_02993;246438;-7627;19/11/2019;Atividades hospitalares;31/01/2025
CNPJ_02994;15340267;-1620607;12/09/2007;Engenharia civil;31/01/2025
CNPJ_02995;75542058;523569;07/04/2013;Extração de minério de ferro;31/01/2025
CNPJ_02996;4329150;-214508;29/05/2019;Correios e entregas expressas;31/01/2025
CNPJ_02997;280192;14749;08/09/2019;Defesa nacional;31/01/2025
CNPJ_02998;2401802;-196850;16/11/2014;Construção de barragens;31/01/2025
CNPJ_02999;820849;-28856;16/10/2017;Defesa nacional;31/01/2025
CNPJ_03000;12012712;-450934;08/09/2004;Construção de barragens;31/01/2025
CNPJ_03001;1878130;-64120;17/01/2017;Montagem industrial;31/01/2025
CNPJ_03002;29841170;-405644;08/12/2007;Comércio varejista de alimentos;31/01/2025
CNPJ_03003;330409;-14871;10/10/2018;Serviços de tecnologia da informação;31/01/2025
CNPJ_03004;62415;8019;13/01/2020;Armazenamento geral;31/01/2025
CNPJ_03005;15529027;-1303677;28/06/2007;Serviços de tecnologia da informação;31/01/2025
CNPJ_03006;108962;10848;08/11/2020;Comércio atacadista de calçados;31/01/2025
CNPJ_03007;807943;7373;20/02/2017;Seguros de vida;31/01/2025
CNPJ_03008;140051432;-3346270;12/08/2000;Hotéis e pousadas;31/01/2025
CNPJ_03009;1817762;87309;30/11/2021;Planos de saúde;31/01/2025
CNPJ_03010;235117;11082;12/03/2022;Produção de alumínio;31/01/2025
CNPJ_03011;1798581;-39389;16/11/2022;Geração de energia elétrica;31/01/2025
CNPJ_03012;230522;1197;29/01/2022;Televisão aberta;31/01/2025
CNPJ_03013;490068;31367;22/10/2014;Administração pública;31/01/2025
CNPJ_03014;2845475;182721;08/04/2014;Serviços de tecnologia da informação;31/01/2025
CNPJ_03015;142347;-4684;06/08/2020;Comércio atacadista de tecidos;31/01/2025
CNPJ_03016;38295239;1845694;09/06/2002;Atividades de bancos múltiplos;31/01/2025
CNPJ_03017;487562;44035;04/05/2022;Consultoria empresarial;31/01/2025
CNPJ_03018;177317;1588;07/05/2020;Obras de infraestrutura elétrica;31/01/2025
CNPJ_03019;25633582;-1758995;29/10/2012;Produção cinematográfica;31/01/2025
CNPJ_03020;7284520;-2689;04/02/2014;Cultivo de soja;31/01/2025
CNPJ_03021;34103035;943194;11/09/1997;Fabricação de móveis;31/01/2025
CNPJ_03022;2087093;285726;02/08/2017;Comércio atacadista de alimentos;31/01/2025
CNPJ_03023;299882;10937;31/07/2019;Educação superior;31/01/2025
CNPJ_03024;11794783;177230;26/12/2005;Fabricação de móveis;31/01/2025
CNPJ_03025;118697;5907;25/10/2020;Saneamento básico;31/01/2025
CNPJ_03026;268191;7062;29/12/2019;Serviços de tecnologia da informação;31/01/2025
CNPJ_03027;14240854;-375500;31/08/2008;Geração de energia elétrica;31/01/2025
CNPJ_03028;1323871;31951;07/04/2017;Correios e entregas expressas;31/01/2025
CNPJ_03029;1987293;166898;16/12/2019;Fabricação de móveis;31/01/2025
CNPJ_03030;15359504;1207690;24/03/2015;Restaurantes e similares;31/01/2025
CNPJ_03031;2337347;-134105;05/12/2017;Educação superior;31/01/2025
CNPJ_03032;1444114;22723;29/03/2016;Fabricação de móveis;31/01/2025
CNPJ_03033;73532;-4155;20/07/2023;Armazenamento geral;31/01/2025
CNPJ_03034;77964;2147;29/05/2019;Seguros de vida;31/01/2025
CNPJ_03035;246423;23099;18/07/2023;Engenharia civil;31/01/2025
CNPJ_03036;8391573;775520;07/04/2021;Comércio atacadista de calçados;31/01/2025
